category_norm,category_title,occurrence_count,first_date,last_date,distinct_member_sets,fill_blank_occurrences,mean_expert_difficulty,mean_user_difficulty_calibrated,mean_failure_rate,mean_average_mistakes,merged_unique_items
"WHAT ""CAB"" MIGHT REFER TO","WHAT ""CAB"" MIGHT REFER TO",1,2026-04-24,2026-04-24,1,0,2.0,3.1323565852200295,0.428364,2.291352,4
"WHAT ""CARDINAL"" MIGHT REFER TO","WHAT ""CARDINAL"" MIGHT REFER TO",1,2025-09-01,2025-09-01,1,0,3.5,3.985037254059262,0.609108,3.091665,4
"WHAT ""DIAMOND"" CAN REFER TO","WHAT ""DIAMOND"" CAN REFER TO",1,2025-04-29,2025-04-29,1,0,3.3,2.2436203101661465,0.167167,1.530008,4
"WHAT ""DOWN"" MIGHT MEAN","WHAT ""DOWN"" MIGHT MEAN",1,2025-08-25,2025-08-25,1,0,3.2,2.895780563669777,0.353185,2.094337,4
"WHAT ""ED"" MIGHT INDICATE","WHAT ""ED"" MIGHT INDICATE",1,2025-10-03,2025-10-03,1,0,2.3,2.8478220183193232,0.333927,2.058416,4
"WHAT ""HOOPS"" MIGHT REFER TO","WHAT ""HOOPS"" MIGHT REFER TO",1,2026-06-16,2026-06-16,1,0,2.0,2.2344447476647464,0.215421,1.471197,4
"WHAT ""JACK"" MIGHT REFER TO","WHAT ""JACK"" MIGHT REFER TO",1,2026-02-20,2026-02-20,1,0,3.5,3.0601628040270983,0.395771,2.240882,4
"WHAT ""MA"" MIGHT REFER TO","WHAT ""MA"" MIGHT REFER TO",1,2026-06-14,2026-06-14,1,0,2.2,2.479187254510362,0.255404,1.712804,4
"WHAT ""PA"" MIGHT REFER TO","WHAT ""PA"" MIGHT REFER TO",1,2026-05-29,2026-05-29,1,0,3.3,2.9416088349185983,0.33474,2.16551,4
"WHAT ""SHIFT"" MIGHT REFER TO","WHAT ""SHIFT"" MIGHT REFER TO",1,2026-01-31,2026-01-31,1,0,2.8,2.1427742988490186,0.19283,1.388316,4
"WHAT ""SPRING"" MIGHT REFER TO","WHAT ""SPRING"" MIGHT REFER TO",1,2026-05-10,2026-05-10,1,0,1.5,2.6070410738381464,0.282971,1.83234,4
"WHAT ""SUB"" MIGHT REFER TO","WHAT ""SUB"" MIGHT REFER TO",1,2026-03-05,2026-03-05,1,0,2.0,2.3688406205066004,0.230503,1.610745,4
"WHAT ""T"" MIGHT STAND FOR","WHAT ""T"" MIGHT STAND FOR",1,2026-04-30,2026-04-30,1,0,1.3,2.7491436543336807,0.335242,1.943566,4
"WHAT ""V"" MIGHT MEAN","WHAT ""V"" MIGHT MEAN",1,2026-01-05,2026-01-05,1,0,2.0,3.816330148777533,0.572593,2.934073,4
"WHAT ""Y"" MIGHT MEAN","WHAT ""Y"" MIGHT MEAN",1,2025-12-10,2025-12-10,1,0,1.8,1.7777264959610841,0.09873,1.062408,4
WHAT ' CAN INDICATE,WHAT ' CAN INDICATE,1,2025-07-21,2025-07-21,1,0,1.5,2.337580955741483,0.246713,1.558569,4
WHAT A DRINK IS SERVED WITH,WHAT A DRINK IS SERVED WITH,1,2025-06-16,2025-06-16,1,0,2.8,2.1388205587885025,0.206073,1.370524,4
WHAT A HEART DOES WHEN EXCITED,WHAT A HEART DOES WHEN EXCITED,1,2024-09-08,2024-09-08,1,0,3.3,3.0250493508627003,0.31579,2.280463,4
WHAT A NOUN MIGHT BE,WHAT A NOUN MIGHT BE,1,2024-11-24,2024-11-24,1,0,3.0,2.868835334090503,0.381107,2.035413,4
WHAT A SITTER MIGHT SIT,WHAT A SITTER MIGHT SIT,1,2024-11-27,2024-11-27,1,0,2.7,2.8746316612972693,0.302777,2.120412,4
WHAT AN APOSTROPHE MIGHT INDICATE,WHAT AN APOSTROPHE MIGHT INDICATE,1,2024-11-17,2024-11-17,1,0,3.3,2.919901941532934,0.334083,2.141192,4
WHAT AN ELECTROMETER MEASURES,WHAT AN ELECTROMETER MEASURES,1,2025-04-06,2025-04-06,1,0,3.5,2.3507832664733446,0.234472,1.586,4
WHAT CHARACTERS WERE TRANSFORMED INTO IN “BEAUTY AND THE BEAST”,WHAT CHARACTERS WERE TRANSFORMED INTO IN “BEAUTY AND THE BEAST”,1,2025-05-27,2025-05-27,1,0,2.3,2.6366745685322095,0.261853,1.887553,4
WHAT HUMPBACK WHALES DO,WHAT HUMPBACK WHALES DO,1,2024-06-23,2024-06-23,1,0,3.5,3.4195255302529457,0.453894,2.596226,4
WHAT IT ALL BOILS DOWN TO,WHAT IT ALL BOILS DOWN TO,1,2026-03-27,2026-03-27,1,0,1.8,2.4531381133026846,0.253975,1.684262,4
WHAT MIGHT BRING TEARS TO YOUR EYES,WHAT MIGHT BRING TEARS TO YOUR EYES,1,2025-03-05,2025-03-05,1,0,4.0,3.1453355257176523,0.382255,2.352394,4
WHAT THE OUTSTRETCHED INDEX AND MIDDLE FINGERS CAN REPRESENT,WHAT THE OUTSTRETCHED INDEX AND MIDDLE FINGERS CAN REPRESENT,1,2024-10-16,2024-10-16,1,0,3.0,2.6968072262211216,0.279656,1.938936,4
WHAT YOU MIGHT SEE ON A CHRISTMAS TREE,WHAT YOU MIGHT SEE ON A CHRISTMAS TREE,1,2025-09-04,2025-09-04,1,0,2.3,2.27566307446842,0.201044,1.532998,4
WHAT “A” MIGHT MEAN,WHAT “A” MIGHT MEAN,1,2025-05-18,2025-05-18,1,0,2.3,2.3951548509027716,0.239781,1.631743,4
WHAT “BILL” MIGHT REFER TO,WHAT “BILL” MIGHT REFER TO,1,2025-02-05,2025-02-05,1,0,3.3,2.8771452282911167,0.346362,2.079719,4
WHAT “BRONZE” MIGHT MEAN,WHAT “BRONZE” MIGHT MEAN,1,2024-09-22,2024-09-22,1,0,2.8,2.0870508131379033,0.182751,1.334282,4
WHAT “BUFF” MIGHT MEAN,WHAT “BUFF” MIGHT MEAN,1,2025-05-29,2025-05-29,1,0,2.0,2.058362948073614,0.159779,1.324247,4
WHAT “CAT’S EYE” CAN BE USED TO DESCRIBE,WHAT “CAT’S EYE” CAN BE USED TO DESCRIBE,1,2025-05-23,2025-05-23,1,0,2.5,2.6184329557843284,0.300019,1.828399,4
WHAT “CON” MIGHT MEAN,WHAT “CON” MIGHT MEAN,1,2025-06-06,2025-06-06,1,0,2.5,2.2638870304851424,0.190736,1.529757,4
WHAT “D” MIGHT STAND FOR,WHAT “D” MIGHT STAND FOR,1,2024-10-15,2024-10-15,1,0,3.5,2.775261457986903,0.321408,1.98745,4
WHAT “FORD” MIGHT REFER TO,WHAT “FORD” MIGHT REFER TO,1,2025-04-14,2025-04-14,1,0,3.4,3.2153381926673292,0.40462,2.410571,4
WHAT “GREEN” MIGHT MEAN,WHAT “GREEN” MIGHT MEAN,1,2024-08-02,2024-08-02,1,0,3.4,3.511741802053506,0.52248,2.63374,4
WHAT “ID” MIGHT REFER TO,WHAT “ID” MIGHT REFER TO,1,2025-07-04,2025-07-04,1,0,3.0,3.5199847720983364,0.518729,2.646975,4
WHAT “IN” MIGHT REFER TO,WHAT “IN” MIGHT REFER TO,1,2025-07-04,2025-07-04,1,0,3.0,3.5199847720983364,0.518729,2.646975,4
WHAT “JET” MIGHT REFER TO,WHAT “JET” MIGHT REFER TO,1,2025-06-30,2025-06-30,1,0,3.3,3.543662016927657,0.515863,2.677083,4
WHAT “LA” MIGHT REFER TO,WHAT “LA” MIGHT REFER TO,1,2025-07-04,2025-07-04,1,0,3.0,3.5199847720983364,0.518729,2.646975,4
WHAT “LEFT” MIGHT MEAN,WHAT “LEFT” MIGHT MEAN,1,2025-06-22,2025-06-22,1,0,2.8,3.560565146559865,0.502395,2.709999,4
WHAT “OK” MIGHT REFER TO,WHAT “OK” MIGHT REFER TO,1,2025-07-04,2025-07-04,1,0,3.0,3.5199847720983364,0.518729,2.646975,4
WHAT “SPRING” MIGHT REFER TO,WHAT “SPRING” MIGHT REFER TO,1,2024-09-06,2024-09-06,1,0,2.9,2.747672192051321,0.294024,1.983091,4
WHAT “W” MIGHT STAND FOR,WHAT “W” MIGHT STAND FOR,1,2025-03-02,2025-03-02,1,0,2.7,3.2641441542760825,0.463448,2.407897,4
WHAT’S LEFTOVER,WHAT’S LEFTOVER,1,2025-04-04,2025-04-04,1,0,2.5,2.002809814759039,0.165115,1.254994,4
"WHEN TRIPLED, HIT SONG TITLES","WHEN TRIPLED, HIT SONG TITLES",1,2024-12-24,2024-12-24,1,0,2.6,3.7017725078286836,0.548183,2.826678,4
WHERE YOU MIGHT FIND “A DRIVER”,WHERE YOU MIGHT FIND “A DRIVER”,1,2024-09-01,2024-09-01,1,0,3.4,3.121319314385012,0.391337,2.31568,4
WHERE YOU MIGHT MAKE A CONNECTION,WHERE YOU MIGHT MAKE A CONNECTION,1,2026-03-07,2026-03-07,1,0,1.5,1.4451282171794075,0.072871,0.705594,4
"WHO VIDEO GAMES ARE FOR, PER ESRB RATINGS","WHO VIDEO GAMES ARE FOR, PER ESRB RATINGS",1,2025-03-24,2025-03-24,1,0,2.6,1.7681519959596235,0.124852,1.02527,4
WIDE-LEGGED PANT STYLES,WIDE-LEGGED PANT STYLES,1,2025-12-13,2025-12-13,1,0,3.3,3.6245880967330306,0.555619,2.730437,4
WIGGLE ROOM,WIGGLE ROOM,1,2024-06-28,2024-06-28,1,0,2.7,2.4223712536847013,0.217238,1.6856,4
WILLIAMSES,WILLIAMSES,1,2025-04-02,2025-04-02,1,0,2.8,2.646590642471631,0.31317,1.847645,4
WIMBLEDON WINNERS,WIMBLEDON WINNERS,1,2025-08-07,2025-08-07,1,0,3.0,2.7185410630980757,0.317089,1.926509,4
WINDOW TREATMENTS IN THE SINGULAR,WINDOW TREATMENTS IN THE SINGULAR,1,2025-05-09,2025-05-09,1,0,2.7,2.207094496571249,0.17546,1.47969,4
WINE BOTTLE INFO,WINE BOTTLE INFO,1,2024-09-14,2024-09-14,1,0,3.4,2.7702586600558563,0.312363,1.990739,4
WINE NICKNAMES,WINE NICKNAMES,1,2025-07-13,2025-07-13,1,0,2.4,2.415341609892779,0.248499,1.646251,4
WINE VESSELS,WINE VESSELS,1,2025-08-24,2025-08-24,1,0,2.0,2.586314575877468,0.299343,1.792121,4
WITHOUT,WITHOUT,1,2025-05-10,2025-05-10,1,0,3.0,2.0100619596403195,0.159767,1.268686,4
WOMEN’S NICKNAMES,WOMEN’S NICKNAMES,1,2025-11-26,2025-11-26,1,0,2.7,2.7117573873072804,0.277703,1.95809,4
WONDERS OF THE WORLD,WONDERS OF THE WORLD,1,2024-08-30,2024-08-30,1,0,3.9,2.681144366333111,0.275145,1.925426,4
WOO,WOO,1,2025-01-12,2025-01-12,1,0,3.8,4.086945360420125,0.622421,3.195603,4
WOODWORKING HAND TOOLS,WOODWORKING HAND TOOLS,1,2025-06-25,2025-06-25,1,0,3.0,2.5547150754641503,0.233345,1.821762,4
WOODWORKING JOINT TERMS,WOODWORKING JOINT TERMS,1,2025-12-07,2025-12-07,1,0,2.8,2.448868004505737,0.236659,1.696665,4
WOODWORKING TOOLS,WOODWORKING TOOLS,1,2025-11-27,2025-11-27,1,0,3.3,3.3981228375753885,0.430451,2.595044,4
WORDS ABBREVIATED WITH “T” + LETTER,WORDS ABBREVIATED WITH “T” + LETTER,1,2025-03-22,2025-03-22,1,0,2.3,2.9319482895739872,0.309613,2.179522,4
"WORDS AFTER ""I""","WORDS AFTER ""I""",1,2025-11-08,2025-11-08,1,0,2.8,2.749260119747642,0.314402,1.96454,4
"WORDS AFTER ""QUICK""","WORDS AFTER ""QUICK""",1,2026-01-19,2026-01-19,1,0,2.8,3.4476406288411128,0.44294,2.639528,4
"WORDS AFTER ""THE"" IN ""STAR WARS"" MOVIE TITLES","WORDS AFTER ""THE"" IN ""STAR WARS"" MOVIE TITLES",1,2026-05-23,2026-05-23,1,0,,2.3833675080360495,0.21594,1.642022,4
"WORDS AFTER ""TWO""","WORDS AFTER ""TWO""",1,2026-02-08,2026-02-08,1,0,2.0,2.753749253054427,0.298413,1.985694,4
WORDS AFTER A WELCOME DEPARTURE,WORDS AFTER A WELCOME DEPARTURE,1,2025-10-13,2025-10-13,1,0,3.3,1.4404835069390474,0.075822,0.697299,4
WORDS AFTER THE LETTERS “MS”,WORDS AFTER THE LETTERS “MS”,1,2025-08-08,2025-08-08,1,0,2.8,3.283446992922818,0.4264,2.467154,4
WORDS AFTER THE PREFIX “TRI-”,WORDS AFTER THE PREFIX “TRI-”,1,2025-01-25,2025-01-25,1,0,3.3,2.4837337513792477,0.281905,1.691534,4
WORDS AFTER “ASH”,WORDS AFTER “ASH”,1,2024-11-24,2024-11-24,1,0,3.0,2.868835334090503,0.381107,2.035413,4
WORDS AFTER “EYE”,WORDS AFTER “EYE”,1,2024-08-05,2024-08-05,1,0,2.6,1.6016690324266003,0.097135,0.861439,4
WORDS AFTER “GOLDEN”,WORDS AFTER “GOLDEN”,1,2025-02-22,2025-02-22,1,0,3.0,2.4449611982687576,0.229145,1.699684,4
WORDS AFTER “GO”,WORDS AFTER “GO”,1,2025-04-11,2025-04-11,1,0,2.5,2.2261713575491053,0.186741,1.490358,4
WORDS AFTER “HEDGE”,WORDS AFTER “HEDGE”,1,2024-07-09,2024-07-09,1,0,3.5,3.7135094402923485,0.575852,2.812513,4
WORDS AFTER “KITTY”,WORDS AFTER “KITTY”,1,2024-09-20,2024-09-20,1,0,2.9,3.258527740059539,0.397055,2.467828,4
WORDS AFTER “K”,WORDS AFTER “K”,1,2025-02-02,2025-02-02,1,0,3.0,3.992448452453638,0.611442,3.097858,4
WORDS AFTER “NO” TO MEAN “IT’S ALL GOOD”,WORDS AFTER “NO” TO MEAN “IT’S ALL GOOD”,1,2025-07-17,2025-07-17,1,0,2.8,2.8915347909294775,0.36416,2.078477,4
WORDS AFTER “PAY”,WORDS AFTER “PAY”,1,2024-08-15,2024-08-15,1,0,3.2,2.9698256234577616,0.312857,2.219858,4
WORDS AFTER “T-”,WORDS AFTER “T-”,1,2025-07-02,2025-07-02,1,0,3.5,3.893702295167332,0.593926,3.001761,4
WORDS AFTER “X”,WORDS AFTER “X”,1,2024-12-09,2024-12-09,1,0,2.6,2.2275654659371176,0.183603,1.4951,4
"WORDS BEFORE ""BALL"" IN SPORTS","WORDS BEFORE ""BALL"" IN SPORTS",1,2025-10-18,2025-10-18,1,0,2.7,3.6792894680649053,0.507529,2.841464,4
"WORDS BEFORE ""CASTLE""","WORDS BEFORE ""CASTLE""",1,2026-03-07,2026-03-07,1,0,1.5,1.4451282171794075,0.072871,0.705594,4
"WORDS BEFORE ""FLY"" IN INSECT NAMES","WORDS BEFORE ""FLY"" IN INSECT NAMES",1,2026-02-06,2026-02-06,1,0,2.5,2.450219524794614,0.272141,1.662738,4
"WORDS BEFORE ""LIGHT""","WORDS BEFORE ""LIGHT""",1,2026-01-23,2026-01-23,1,0,3.0,3.315702697720767,0.420151,2.510515,4
"WORDS BEFORE ""MINT""","WORDS BEFORE ""MINT""",1,2026-02-14,2026-02-14,1,0,2.3,2.8528413300030957,0.325294,2.072824,4
"WORDS BEFORE ""SCHOOL""","WORDS BEFORE ""SCHOOL""",1,2025-07-27,2025-07-27,1,0,2.8,2.093537241379633,0.15702,1.367476,4
"WORDS BEFORE ""STOOL""","WORDS BEFORE ""STOOL""",1,2025-08-26,2025-08-26,1,0,3.3,3.7935550763339716,0.55044,2.930022,4
"WORDS BEFORE ""STORY"" IN MOVIE TITLES","WORDS BEFORE ""STORY"" IN MOVIE TITLES",1,2026-06-13,2026-06-13,1,0,1.8,1.8952609581249844,0.124869,1.171499,4
"WORDS BEFORE ""WATCH""","WORDS BEFORE ""WATCH""",1,2025-08-18,2025-08-18,1,0,2.8,2.0286668749481684,0.152354,1.297505,4
WORDS BEFORE AN ADDRESSEE,WORDS BEFORE AN ADDRESSEE,1,2024-12-31,2024-12-31,1,0,2.8,2.370803149646333,0.231842,1.611664,4
WORDS BEFORE “BED”,WORDS BEFORE “BED”,1,2025-05-20,2025-05-20,1,0,2.5,2.508705152935345,0.25437,1.7478,4
WORDS BEFORE “BELL”,WORDS BEFORE “BELL”,1,2024-07-04,2024-07-04,1,0,2.3,1.8064065387214507,0.134243,1.059893,4
WORDS BEFORE “COWBOY” IN FILM AND MUSIC,WORDS BEFORE “COWBOY” IN FILM AND MUSIC,1,2025-03-01,2025-03-01,1,0,3.8,3.006636516573399,0.381939,2.193129,4
WORDS BEFORE “CUP”,WORDS BEFORE “CUP”,1,2024-12-14,2024-12-14,1,0,3.0,3.1517115725595835,0.421427,2.320558,4
WORDS BEFORE “DRUM”,WORDS BEFORE “DRUM”,1,2025-01-05,2025-01-05,1,0,2.0,2.633112812812712,0.249526,1.895782,4
WORDS BEFORE “FINGERS”,WORDS BEFORE “FINGERS”,1,2025-02-04,2025-02-04,1,0,3.2,2.153999304978182,0.18124,1.412821,4
WORDS BEFORE “HOP”,WORDS BEFORE “HOP”,1,2025-04-20,2025-04-20,1,0,3.5,3.061643826903141,0.394986,2.243371,4
WORDS BEFORE “NUT”,WORDS BEFORE “NUT”,1,2024-07-14,2024-07-14,1,0,2.6,1.9200715678782247,0.156635,1.168279,4
WORDS BEFORE “ROGER/S”,WORDS BEFORE “ROGER/S”,1,2025-07-14,2025-07-14,1,0,3.0,2.7860119110114185,0.331674,1.989553,4
WORDS BEFORE “ROOM” TO MEAN LAVATORY,WORDS BEFORE “ROOM” TO MEAN LAVATORY,1,2024-11-09,2024-11-09,1,0,2.0,1.934844423408801,0.148581,1.19333,4
WORDS BEFORE “SHACK”,WORDS BEFORE “SHACK”,1,2025-05-30,2025-05-30,1,0,2.8,2.900936331099757,0.344908,2.108546,4
WORDS DERIVED FROM JAPANESE,WORDS DERIVED FROM JAPANESE,1,2025-01-25,2025-01-25,1,0,3.3,2.4837337513792477,0.281905,1.691534,4
WORDS ENDING IN NUMBERS,WORDS ENDING IN NUMBERS,1,2024-07-08,2024-07-08,1,0,2.3,1.9858197706387999,0.179898,1.220663,4
WORDS FAMOUSLY PRONOUNCED DIFFERENT WAYS,WORDS FAMOUSLY PRONOUNCED DIFFERENT WAYS,1,2025-02-10,2025-02-10,1,0,2.8,2.1965543766077675,0.227742,1.415281,4
"WORDS FOR LUCIDITY, IN THE SINGULAR","WORDS FOR LUCIDITY, IN THE SINGULAR",1,2026-03-06,2026-03-06,1,0,3.5,2.687705541034548,0.262427,1.945693,4
WORDS FOR SAUSAGE,WORDS FOR SAUSAGE,1,2024-06-22,2024-06-22,1,0,1.7,2.3445671422893897,0.236191,1.577129,4
WORDS FOR UNSPECIFIED CHOICES,WORDS FOR UNSPECIFIED CHOICES,1,2026-04-07,2026-04-07,1,0,2.0,2.761641957712494,0.295105,1.998083,4
WORDS FORMED BY TWO MEN’S NAMES,WORDS FORMED BY TWO MEN’S NAMES,1,2026-01-15,2026-01-15,1,0,1.7,1.7377267102796008,0.100429,1.014687,4
WORDS IN A FAMOUS MUHAMMAD ALI QUOTE,WORDS IN A FAMOUS MUHAMMAD ALI QUOTE,1,2025-10-26,2025-10-26,1,0,2.5,2.4538082240054013,0.259892,1.679116,4
WORDS IN A FAMOUS QUOTE BY CAESAR,WORDS IN A FAMOUS QUOTE BY CAESAR,1,2025-11-10,2025-11-10,1,0,2.0,1.8603482774279372,0.134343,1.121856,4
WORDS IN A FAMOUS TONGUE TWISTER,WORDS IN A FAMOUS TONGUE TWISTER,1,2025-09-30,2025-09-30,1,0,3.0,2.8438708856934483,0.358919,2.028878,4
WORDS IN A PLANETARY MNEMONIC,WORDS IN A PLANETARY MNEMONIC,1,2026-04-23,2026-04-23,1,0,2.3,3.014270216057134,0.414138,2.169713,4
WORDS IN AN AUCTION-ENDING PHRASE,WORDS IN AN AUCTION-ENDING PHRASE,1,2024-12-14,2024-12-14,1,0,3.0,3.1517115725595835,0.421427,2.320558,4
WORDS IN HEMINGWAY TITLES,WORDS IN HEMINGWAY TITLES,1,2025-06-23,2025-06-23,1,0,2.8,3.1725658348176666,0.391291,2.374688,4
WORDS IN “DO-RE-MI”,WORDS IN “DO-RE-MI”,1,2024-10-10,2024-10-10,1,0,3.4,3.1278535455951593,0.385581,2.328954,4
WORDS MISSPELLED IN NU METAL BAND NAMES,WORDS MISSPELLED IN NU METAL BAND NAMES,1,2025-01-08,2025-01-08,1,0,3.3,2.935824675740156,0.354305,2.13929,4
WORDS ON A DOOR,WORDS ON A DOOR,1,2025-08-17,2025-08-17,1,0,2.0,2.949617135845746,0.322919,2.186545,4
WORDS ON A MAC KEYBOARD,WORDS ON A MAC KEYBOARD,1,2025-02-15,2025-02-15,1,0,3.3,2.228737073235771,0.203751,1.4763,4
WORDS ON A MONOPOLY BOARD,WORDS ON A MONOPOLY BOARD,1,2026-03-20,2026-03-20,1,0,2.8,3.3016773067872545,0.456544,2.457985,4
WORDS ON A RESTAURANT RECEIPT,WORDS ON A RESTAURANT RECEIPT,1,2024-11-14,2024-11-14,1,0,2.6,2.562127143003407,0.256397,1.807238,4
WORDS ON MONOPOLY SQUARES,WORDS ON MONOPOLY SQUARES,1,2025-11-16,2025-11-16,1,0,1.7,2.719052120287696,0.264396,1.97979,4
WORDS PRONOUNCED DIFFERENT WAYS AS PROPER NOUNS,WORDS PRONOUNCED DIFFERENT WAYS AS PROPER NOUNS,1,2026-04-22,2026-04-22,1,0,2.3,2.891472212498096,0.37611,2.066455,4
WORDS PRONOUNCED DIFFERENTLY AS PROPER NOUNS,WORDS PRONOUNCED DIFFERENTLY AS PROPER NOUNS,1,2025-04-02,2025-04-02,1,0,2.8,2.646590642471631,0.31317,1.847645,4
WORDS PRONOUNCED “SH” WITHOUT AN “SH”,WORDS PRONOUNCED “SH” WITHOUT AN “SH”,1,2025-04-08,2025-04-08,1,0,1.8,2.257975976154175,0.185408,1.528284,4
WORDS REPEATED IN HIT SONG TITLES,WORDS REPEATED IN HIT SONG TITLES,1,2026-06-20,2026-06-20,1,0,2.3,2.030401688129261,0.194552,1.257303,4
WORDS REPEATED IN “MISS MARY MACK”,WORDS REPEATED IN “MISS MARY MACK”,1,2025-03-23,2025-03-23,1,0,3.0,3.837257419205562,0.580911,2.949833,4
"WORDS REPRESENTED BY THE LETTER ""R""","WORDS REPRESENTED BY THE LETTER ""R""",1,2024-07-27,2024-07-27,1,0,2.6,2.567083876255798,0.279211,1.790127,4
WORDS SAID FREQUENTLY IN THE “BILL AND TED” MOVIES,WORDS SAID FREQUENTLY IN THE “BILL AND TED” MOVIES,1,2025-03-08,2025-03-08,1,0,2.8,2.749114972552631,0.254734,2.024041,4
WORDS SAID TO AN UNSUSPECTING PERSON,WORDS SAID TO AN UNSUSPECTING PERSON,1,2025-02-14,2025-02-14,1,0,2.5,1.8313127544115249,0.12275,1.100042,4
WORDS SAID TO HAVE NO EXACT RHYMES,WORDS SAID TO HAVE NO EXACT RHYMES,1,2025-03-12,2025-03-12,1,0,4.0,3.596672032322454,0.510483,2.743454,4
WORDS SHORTENED IN ROCK GENRES,WORDS SHORTENED IN ROCK GENRES,1,2025-02-15,2025-02-15,1,0,3.3,2.228737073235771,0.203751,1.4763,4
WORDS SPELLING OUT INITIALISMS,WORDS SPELLING OUT INITIALISMS,1,2026-02-10,2026-02-10,1,0,1.5,2.642562155951408,0.302715,1.853465,4
WORDS STARTING WITH THE “SAY” SOUND,WORDS STARTING WITH THE “SAY” SOUND,1,2025-10-29,2025-10-29,1,0,2.5,2.2535815796393437,0.191195,1.517441,4
WORDS THAT MAKE UP THE ACRONYM “HVAC”,WORDS THAT MAKE UP THE ACRONYM “HVAC”,1,2024-08-25,2024-08-25,1,0,2.6,1.8969644820903857,0.118369,1.179959,4
WORDS THAT MODIFY “WATCH”,WORDS THAT MODIFY “WATCH”,1,2025-03-23,2025-03-23,1,0,3.0,3.837257419205562,0.580911,2.949833,4
"WORDS THAT PRECEDE ""-SIZE"" TO MEAN SMALL","WORDS THAT PRECEDE ""-SIZE"" TO MEAN SMALL",1,2025-05-01,2025-05-01,1,0,4.5,3.541751636480742,0.488085,2.702663,4
WORDS THAT PRECEDE “POP” IN MUSIC GENRES,WORDS THAT PRECEDE “POP” IN MUSIC GENRES,1,2024-07-05,2024-07-05,1,0,3.2,3.797740008932649,0.602023,2.883254,4
WORDS THAT SEEM LONGER WRITTEN THAN SPOKEN,WORDS THAT SEEM LONGER WRITTEN THAN SPOKEN,1,2024-11-13,2024-11-13,1,0,3.2,2.8962047063713667,0.327611,2.120399,4
WORDS THAT SOUND LIKE STATE ABBREVIATIONS,WORDS THAT SOUND LIKE STATE ABBREVIATIONS,1,2026-03-16,2026-03-16,1,0,2.0,2.2729591647457856,0.226924,1.504007,4
WORDS THAT SOUND LIKE TWO LETTERS,WORDS THAT SOUND LIKE TWO LETTERS,1,2025-11-20,2025-11-20,1,0,3.0,3.1228437945050707,0.386926,2.321845,4
WORDS THAT SOUNDS LIKE TWO LETTERS,WORDS THAT SOUNDS LIKE TWO LETTERS,1,2025-08-04,2025-08-04,1,0,3.0,3.507897574247909,0.496216,2.655581,4
WORDS WHOSE ONLY VOWEL IS “Y”,WORDS WHOSE ONLY VOWEL IS “Y”,1,2025-06-02,2025-06-02,1,0,2.3,2.5928383773490515,0.279228,1.819742,4
WORDS WITH APOSTROPHES REMOVED,WORDS WITH APOSTROPHES REMOVED,1,2024-11-04,2024-11-04,1,0,2.8,2.975758406410736,0.316376,2.223165,4
WORDS WITH DIMINUTIVE SUFFIXES,WORDS WITH DIMINUTIVE SUFFIXES,1,2025-10-26,2025-10-26,1,0,2.5,2.4538082240054013,0.259892,1.679116,4
WORDS WITH THE PREFIX MEANING “THREE”,WORDS WITH THE PREFIX MEANING “THREE”,1,2025-03-22,2025-03-22,1,0,2.3,2.9319482895739872,0.309613,2.179522,4
WORK COMMUNICATION PLATFORMS,WORK COMMUNICATION PLATFORMS,1,2024-11-22,2024-11-22,1,0,2.8,3.0942993383460315,0.369145,2.306784,4
WORN BY EARRING MAGIC KEN,WORN BY EARRING MAGIC KEN,1,2025-09-02,2025-09-02,1,0,2.8,2.037008927509354,0.195516,1.263941,4
WRAPPED THINGS,WRAPPED THINGS,1,2024-07-25,2024-07-25,1,0,2.6,3.265985872277452,0.373655,2.499809,4
WREST,WREST,1,2025-02-11,2025-02-11,1,0,3.5,2.971101528142052,0.370072,2.164111,4
WRINKLY THINGS,WRINKLY THINGS,1,2025-09-24,2025-09-24,1,0,2.0,1.7512923235714306,0.131339,0.999385,4
WRITE,WRITE,1,2026-01-02,2026-01-02,1,0,2.3,2.967536295843033,0.352498,2.177583,4
Y-SHAPED THINGS,Y-SHAPED THINGS,1,2026-01-31,2026-01-31,1,0,2.8,2.1427742988490186,0.19283,1.388316,4
YELLOW ___,YELLOW ___,1,2024-10-23,2024-10-23,1,1,2.8,3.085153326770562,0.389592,2.275814,4
YOGA ACCESSORIES,YOGA ACCESSORIES,1,2025-02-11,2025-02-11,1,0,3.5,2.971101528142052,0.370072,2.164111,4
YOGA BACKBENDS,YOGA BACKBENDS,1,2025-07-18,2025-07-18,1,0,2.5,3.408962812522576,0.486285,2.551682,4
YOGA POSES,YOGA POSES,1,2024-08-19,2024-08-19,1,0,3.0,2.713610404192095,0.347465,1.89046,4
YOU GOT IT!,YOU GOT IT!,1,2025-03-27,2025-03-27,1,0,4.2,4.145833402640437,0.655845,3.229933,4
ZOOM,ZOOM,1,2026-02-17,2026-02-17,1,0,2.8,2.6191491311657016,0.237292,1.89195,4
[LETTER] (IS) FOR ___,[LETTER] (IS) FOR ___,1,2025-08-04,2025-08-04,1,1,3.0,3.507897574247909,0.496216,2.655581,4
___ AD,___ AD,1,2024-06-26,2024-06-26,1,1,3.3,3.210815162710212,0.393307,2.41668,4
___ ANIMAL,___ ANIMAL,1,2026-01-06,2026-01-06,1,1,2.0,4.131570735154601,0.647208,3.22216,4
